Date,Infrastructure_Machineries,Daily_Sales__Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region,Predicted_Demand
2019-01-17,Backhoe Loader,0.0378373,73,35,1,1,5000.56,CUST00097,Port Seanburgh,74.74
2019-01-17,Excavators(crawler),0.0378373,80,35,1,1,5000.56,CUST00098,Port Darrenmouth,71.27
2019-01-17,Loaders (Wheeled),0.0378373,46,35,1,1,5000.56,CUST00099,Jessicabury,54.64
2019-01-17,Skid Steer Loaders,0.0378373,72,35,1,1,5000.56,CUST00100,Port Margaret,71.83
2025-03-15,Compactors,-0.0378373,39,35,1,1,5000.56,CUST00101,South Jamieside,36.15
2019-01-17,Tele Handlers ,0.0378373,71,35,1,1,5000.56,CUST00102,East Dustinville,70.08
2019-01-18,Backhoe Loader,0.03203027,72,35,1,1,5000.56,CUST00103,East Dominique,71.03
2019-01-18,Excavators(crawler),0.03203027,69,35,1,1,5000.56,CUST00104,East Lawrenceside,69.93
2019-01-18,Loaders (Wheeled),0.03203027,78,35,1,1,5000.56,CUST00105,New Linda,74.81
2019-01-18,invalid_data,0.03203027,54,35,1,1,5000.56,CUST00106,Cainberg,58.89
2019-01-18,Compactors,0.03203027,70,35,1,1,5000.56,CUST00107,Lewismouth,68.09
2019-01-18,Tele Handlers ,0.03203027,74,35,1,1,5000.56,CUST00108,North Kristen,73.06
2019-01-19,Backhoe Loader,0.029959176,3553,35000,1,1,5000.56,CUST00109,Port Emilyshire,3558.43
2019-01-19,Excavators(crawler),0.029959176,71,35,1,1,5000.56,CUST00110,Port Chad,69.85
2019-01-19,Unknown,0.029959176,77,35,1,1,5000.56,CUST00111,North Sharishire,65.98
2019-01-19,Skid Steer Loaders,0.029959176,71,35,1,1,5000.56,CUST00112,East Douglashaven,70.13
2019-01-19,Compactors,0.029959176,62,35,1,1,5000.56,CUST00113,Brianmouth,64.61
2019-01-19,Tele Handlers ,0.029959176,46,35,1,1,5000.56,CUST00114,Port Brentfurt,53.3
2019-01-20,Backhoe Loader,0.034874042,84,35,1,1,5000.56,CUST00115,West Williamside,78.89
2019-01-20,Excavators(crawler),0.034874042,76,35,1,1,5000.56,CUST00116,Silvashire,73.76
2019-01-20,Loaders (Wheeled),0.034874042,63,35,1,1,5000.56,CUST00117,Robertland,69.86
2019-01-20,Skid Steer Loaders,0.034874042,48,35,1,1,5000.56,CUST00118,New Reginaport,57.12
2019-01-20,Compactors,0.034874042,84,35,1,1,5000.56,CUST00119,Timothyberg,78.65
2019-01-20,Tele Handlers ,0.034874042,75,35,1,1,5000.56,CUST00120,Port Gregory,71.53
2019-01-20,invalid_data,-0.02726277,46,35,1,1,5000.56,CUST00121,South Denisehaven,45.78
2019-01-21,Excavators(crawler),0.02726277,65,35,1,1,5000.56,CUST00122,Mossfurt,66.21
2019-01-21,Loaders (Wheeled),0.02726277,53,35,1,1,5000.56,CUST00123,Amychester,66.18
2019-01-21,Skid Steer Loaders,0.02726277,63,35,1,1,5000.56,CUST00124,New Barbarabury,64.33
2019-01-21,Compactors,0.02726277,64,35,1,1,5000.56,CUST00125,Vegaborough,63.39
2025-03-15,Tele Handlers ,0.02726277,65,35,1,1,5000.56,CUST00126,Kathrynburgh,66.7
2019-01-22,Backhoe Loader,0.029110823,3566,35000,1,1,5000.56,CUST00127,South Dustinshire,3564.79
2019-01-22,Excavators(crawler),0.029110823,70,35,1,1,5000.56,CUST00128,Lake Brian,68.48
2019-01-22,Loaders (Wheeled),0.029110823,74,35,1,1,5000.56,CUST00129,West Joseph,71.11
2019-01-22,Skid Steer Loaders,0.029110823,65,35,1,1,5000.56,CUST00130,East Michelleland,67.37
2019-01-22,Compactors,0.029110823,56,35,1,1,5000.56,CUST00131,North Samanthafurt,59.33
2019-01-22,Tele Handlers ,0.029110823,79,35,1,1,5000.56,CUST00132,Riosmouth,73.45
2019-01-22,1/23/2019,0.027370308,50,35,1,1,5000.56,CUST00133,Port Alan,54.52
2019-01-23,Excavators(crawler),0.027370308,65,35,1,1,5000.56,CUST00134,Brendaland,65.42
2019-01-23,Loaders (Wheeled),0.027370308,76,35,1,1,5000.56,CUST00135,South Susanbury,72.27
2019-01-23,invalid_data,0.027370308,65,35,1,1,5000.56,CUST00136,West Jonathanshire,65.93
2019-01-23,Compactors,0.027370308,87,35,1,1,5000.56,CUST00137,Sanchezstad,64.1
2019-01-23,Tele Handlers ,0.027370308,63,35,1,1,5000.56,CUST00138,West Michaeltown,64.76
2019-01-24,Backhoe Loader,0.033687145,62,35,1,1,5000.56,CUST00139,Michelleburgh,65.08
2019-01-24,Excavators(crawler),0.033687145,78,35,1,1,5000.56,CUST00140,New Zacharyville,74.93
2019-01-24,Loaders (Wheeled),-0.033687145,41,35,1,1,5000.56,CUST00141,East Daniellestad,39.42
2019-01-24,Skid Steer Loaders,0.033687145,71,35,1,1,5000.56,CUST00142,Katherineport,70.48
2019-01-24,Compactors,0.033687145,57,35,1,1,5000.56,CUST00143,Wadeview,61.58
2019-01-24,Tele Handlers ,0.033687145,69,35,1,1,5000.56,CUST00144,Markfort,69.06
2019-01-25,Backhoe Loader,0.037494772,3589,35000,1,1,5000.56,CUST00145,New Stephenburgh,3580.14
2019-01-25,Excavators(crawler),0.037494772,68,35,1,1,5000.56,CUST00146,Sandersland,69.77
2019-01-25,Loaders (Wheeled),0.037494772,71,35,1,1,5000.56,CUST00147,Lake Tonyaport,72.65
2019-01-25,Skid Steer Loaders,0.037494772,78,35,1,1,5000.56,CUST00148,Port Amyside,75.27
2019-01-25,Compactors,0.037494772,69,35,1,1,5000.56,CUST00149,Nicholsfurt,70.78
2019-01-25,Tele Handlers ,0.037494772,66,35,1,1,5000.56,CUST00150,Williamstown,67.26
2025-03-15,invalid_data,0.035355969,67,35,1,1,5000.56,CUST00151,West David,68.07
2019-01-26,Excavators(crawler),0.035355969,73,35,1,1,5000.56,CUST00152,East Daniel,71.76
2019-01-26,Loaders (Wheeled),0.035355969,81,35,1,1,5000.56,CUST00153,New Miguelburgh,77.26
2019-01-26,Skid Steer Loaders,0.035355969,62,35,1,1,5000.56,CUST00154,Calderonland,64.83
2019-01-26,1/26/2019,0.035355969,70,35,1,1,5000.56,CUST00155,West Jennifer,69.68
2019-01-26,Tele Handlers ,0.035355969,66,35,1,1,5000.56,CUST00156,West Matthew,67.17
2019-01-27,Backhoe Loader,0.036180424,78,35,1,1,5000.56,CUST00157,North Todd,75.99
2019-01-27,Excavators(crawler),0.036180424,67,35,1,1,5000.56,CUST00158,Leeview,69.08
2019-01-27,Loaders (Wheeled),0.036180424,53,35,1,1,5000.56,CUST00159,Gibsonville,60.78
2019-01-27,Skid Steer Loaders,0.036180424,60,35,1,1,5000.56,CUST00160,Lake Brookeshire,63.45
2019-01-27,Compactors,-0.036180424,47,35,1,1,5000.56,CUST00161,Port Catherineville,40.22
2019-01-27,Tele Handlers ,0.036180424,69,35,1,1,5000.56,CUST00162,North Elizabeth,69.89
2019-01-28,Backhoe Loader,0.039784925,3567,35000,1,1,5000.56,CUST00163,New Dawn,3565.85
2019-01-28,Excavators(crawler),0.039784925,60,35,1,1,5000.56,CUST00164,Lake Elizabethberg,71.95
2019-01-28,Loaders (Wheeled),0.039784925,77,35,1,1,5000.56,CUST00165,Carlsonville,76.13
2019-01-28,invalid_data,0.039784925,82,35,1,1,5000.56,CUST00166,Villarrealchester,79.44
2019-01-28,Compactors,0.039784925,82,35,1,1,5000.56,CUST00167,Jenkinsland,79.33
2019-01-28,Tele Handlers ,0.039784925,65,35,1,1,5000.56,CUST00168,New Megan,68.18
2019-01-29,Backhoe Loader,0.039605696,78,35,1,1,5000.56,CUST00169,Kathyside,77.71
2019-01-29,Excavators(crawler),0.039605696,68,35,1,1,5000.56,CUST00170,Foxbury,72.54
2019-01-29,Loaders (Wheeled),0.039605696,99,35,1,1,5000.56,CUST00171,Justinside,90.74
2019-01-29,Skid Steer Loaders,0.039605696,68,35,1,1,5000.56,CUST00172,Littlefurt,69.56
2019-01-29,Compactors,0.039605696,81,35,1,1,5000.56,CUST00173,Victoriatown,78.22
2019-01-29,Tele Handlers ,0.039605696,81,35,1,1,5000.56,CUST00174,Lawrencehaven,77.32
2019-01-30,Backhoe Loader,0.031914767,56,35,1,1,5000.56,CUST00175,Matthewshire,70.4
2025-03-15,Excavators(crawler),0.031914767,76,35,1,1,5000.56,CUST00176,North Cassie,73.42
2025-03-15,1/30/2019,0.031914767,55,35,1,1,5000.56,CUST00177,Williamstad,61.68
2019-01-30,Skid Steer Loaders,0.031914767,87,35,1,1,5000.56,CUST00178,Port Rebecca,82.89
2019-01-30,Compactors,0.031914767,77,35,1,1,5000.56,CUST00179,Jorgeport,72.92
2019-01-30,Tele Handlers ,0.031914767,80,35,1,1,5000.56,CUST00180,West Beth,70.94
2019-01-30,invalid_data,-0.027449965,3545,35000,1,1,5000.56,CUST00181,East Brandonberg,3539.21
2019-01-31,Excavators(crawler),0.027449965,58,35,1,1,5000.56,CUST00182,West Alexander,61.43
2019-01-31,Loaders (Wheeled),0.027449965,60,35,1,1,5000.56,CUST00183,Hillfort,63.35
2019-01-31,Skid Steer Loaders,0.027449965,78,35,1,1,5000.56,CUST00184,Samanthahaven,72.73
2019-01-31,Compactors,0.027449965,66,35,1,1,5000.56,CUST00185,East Tom,65.44
2019-01-31,Tele Handlers ,0.027449965,70,35,1,1,5000.56,CUST00186,Sophiamouth,66.49
2019-02-01,Backhoe Loader,0.034463806,75,35,1,1,5000.56,CUST00187,North Antoniofurt,69.65
2019-02-01,Excavators(crawler),0.034463806,56,35,1,1,5000.56,CUST00188,Lake Rebecca,62.3
2019-02-01,Loaders (Wheeled),0.034463806,72,35,1,1,5000.56,CUST00189,Hesston,71.06
2019-02-01,Skid Steer Loaders,0.034463806,68,35,1,1,5000.56,CUST00190,Cookfurt,69.34
2019-02-01,Compactors,0.034463806,74,35,1,1,5000.56,CUST00191,Melendezland,71.17
2019-02-01,Tele Handlers ,0.034463806,81,35,1,1,5000.56,CUST00192,Lake Kevinport,75.81
2019-02-02,Backhoe Loader,0.038629891,78,35,1,1,5000.56,CUST00193,South Caitlin,77.29
2019-02-02,Excavators(crawler),0.038629891,70,35,1,1,5000.56,CUST00194,Lake Jason,70.77
2019-02-02,Loaders (Wheeled),0.038629891,73,35,1,1,5000.56,CUST00195,New Rebecca,73.41
2019-02-02,invalid_data,0.038629891,64,35,1,1,5000.56,CUST00196,Jamesside,69.1
2019-02-02,Compactors,0.038629891,51,35,1,1,5000.56,CUST00197,South Sherry,59.7
2019-02-02,Tele Handlers ,0.038629891,74,35,1,1,5000.56,CUST00198,Harrisport,71.49
2019-02-02,2/3/2019,0.025637758,3547,35000,1,1,5000.56,CUST00199,Cruzview,3552.51
2019-02-03,Excavators(crawler),0.025637758,56,35,1,1,5000.56,CUST00200,West Suzanne,68.65
2025-03-15,Loaders (Wheeled),-0.025637758,76,35,1,1,5000.56,CUST00201,Port Samanthatown,61.37
2019-02-03,Skid Steer Loaders,0.025637758,72,35,1,1,5000.56,CUST00202,Jodimouth,69.76
2019-02-03,Compactors,0.025637758,85,35,1,1,5000.56,CUST00203,Nelsonburgh,76.2
2019-02-03,Tele Handlers ,0.025637758,49,35,1,1,5000.56,CUST00204,Ramirezshire,55.67
2019-02-04,Backhoe Loader,0.028812108,65,35,1,1,5000.56,CUST00205,West Mary,65.48
2019-02-04,Excavators(crawler),0.028812108,71,35,1,1,5000.56,CUST00206,Lisahaven,69.7
2019-02-04,Loaders (Wheeled),0.028812108,51,35,1,1,5000.56,CUST00207,Port Cherylberg,66.3
2019-02-04,Skid Steer Loaders,0.028812108,69,35,1,1,5000.56,CUST00208,New Davidburgh,67.47
2019-02-04,Compactors,0.028812108,77,35,1,1,5000.56,CUST00209,East Michaelborough,72.29
2019-02-04,Tele Handlers ,0.028812108,94,35,1,1,5000.56,CUST00210,New Heather,85.66
2019-02-04,invalid_data,0.03216967,47,35,1,1,5000.56,CUST00211,Cynthiaberg,55.81
2019-02-05,Excavators(crawler),0.03216967,81,35,1,1,5000.56,CUST00212,Melissashire,70.78
2019-02-05,Loaders (Wheeled),0.03216967,66,35,1,1,5000.56,CUST00213,Coxfurt,70.48
2019-02-05,Skid Steer Loaders,0.03216967,67,35,1,1,5000.56,CUST00214,West Savannah,72.11
2019-02-05,Compactors,0.03216967,72,35,1,1,5000.56,CUST00215,Port Bryan,70.28
2019-02-05,Tele Handlers ,0.03216967,82,35,1,1,5000.56,CUST00216,North Sean,77.68
2019-02-06,Backhoe Loader,0.030429155,3582,35000,1,1,5000.56,CUST00217,New Miranda,3575.75
2019-02-06,Excavators(crawler),0.030429155,63,35,1,1,5000.56,CUST00218,South Jakefurt,64.77
2019-02-06,Loaders (Wheeled),0.030429155,59,35,1,1,5000.56,CUST00219,East Carloshaven,61.99
2019-02-06,Skid Steer Loaders,0.030429155,64,35,1,1,5000.56,CUST00220,New Williamchester,69.47
2019-02-06,Unknown,-0.030429155,31,35,1,1,5000.56,CUST00221,Moorefurt,36.7
2019-02-06,Tele Handlers ,0.030429155,59,35,1,1,5000.56,CUST00222,New Joshua,66.45
2019-02-07,Backhoe Loader,0.032918451,73,35,1,1,5000.56,CUST00223,North Laurieport,71.61
2019-02-07,Excavators(crawler),0.032918451,58,35,1,1,5000.56,CUST00224,Williamsberg,62.9
2019-02-07,Loaders (Wheeled),0.032918451,81,35,1,1,5000.56,CUST00225,East Sherri,77.65
2025-03-15,invalid_data,0.032918451,65,35,1,1,5000.56,CUST00226,West Rodneyhaven,66.76
2019-02-07,Compactors,0.032918451,55,35,1,1,5000.56,CUST00227,Lake Katherine,58.87
2019-02-07,Tele Handlers ,0.032918451,65,35,1,1,5000.56,CUST00228,Colinchester,66.73
2019-02-08,Backhoe Loader,0.029616648,85,35,1,1,5000.56,CUST00229,Lake William,79.26
2019-02-08,Excavators(crawler),0.029616648,67,35,1,1,5000.56,CUST00230,New Pamela,66.98
2019-02-08,Loaders (Wheeled),0.029616648,78,35,1,1,5000.56,CUST00231,Anthonyside,74.06
2019-02-08,Skid Steer Loaders,0.029616648,55,35,1,1,5000.56,CUST00232,South Teresa,68.77
2019-02-08,Compactors,0.029616648,73,35,1,1,5000.56,CUST00233,East Nathaniel,65.28
2019-02-08,Tele Handlers ,0.029616648,72,35,1,1,5000.56,CUST00234,East Phillipton,70.46
2019-02-09,Backhoe Loader,0.024112317,3567,35000,1,1,5000.56,CUST00235,Reedborough,3550.02
2019-02-09,Excavators(crawler),0.024112317,52,35,1,1,5000.56,CUST00236,Sonyaton,58.21
2019-02-09,Loaders (Wheeled),0.024112317,67,35,1,1,5000.56,CUST00237,Christophermouth,67.88
2019-02-09,Skid Steer Loaders,0.024112317,64,35,1,1,5000.56,CUST00238,Adamchester,65.34
2019-02-09,Compactors,0.024112317,81,35,1,1,5000.56,CUST00239,Stewartborough,63.74
2019-02-09,Tele Handlers ,0.024112317,74,35,1,1,5000.56,CUST00240,Lake Michelleburgh,70.89
2019-02-09,invalid_data,-0.0310465,31,35,1,1,5000.56,CUST00241,East Jenniferfurt,44.32
2019-02-10,Excavators(crawler),0.0310465,76,35,1,1,5000.56,CUST00242,Lake Edwinville,66.86
2019-02-10,2/10/2019,0.0310465,54,35,1,1,5000.56,CUST00243,Jennafort,58.96
2019-02-10,Skid Steer Loaders,0.0310465,72,35,1,1,5000.56,CUST00244,Comptonbury,69.99
2019-02-10,Compactors,0.0310465,57,35,1,1,5000.56,CUST00245,East Kimberly,59.89
2019-02-10,Tele Handlers ,0.0310465,65,35,1,1,5000.56,CUST00246,Saraland,65.72
2019-02-11,Backhoe Loader,0.037721796,80,35,1,1,5000.56,CUST00247,Normanmouth,78.62
2019-02-11,Excavators(crawler),0.037721796,73,35,1,1,5000.56,CUST00248,Susanberg,72.97
2019-02-11,Loaders (Wheeled),0.037721796,69,35,1,1,5000.56,CUST00249,Cynthiaside,74.38
2019-02-11,Skid Steer Loaders,0.037721796,85,35,1,1,5000.56,CUST00250,East Sonya,79.12
2025-03-15,Compactors,0.037721796,79,35,1,1,5000.56,CUST00251,New Tamara,77.09
2019-02-11,Tele Handlers ,0.037721796,59,35,1,1,5000.56,CUST00252,South Olivia,63.38
2019-02-12,Backhoe Loader,0.035710445,3568,35000,1,1,5000.56,CUST00253,Lake Charlesside,3562.98
2019-02-12,Excavators(crawler),0.035710445,74,35,1,1,5000.56,CUST00254,East Tiffany,72.63
2019-02-12,Loaders (Wheeled),0.035710445,75,35,1,1,5000.56,CUST00255,Costahaven,73.45
2019-02-12,invalid_data,0.035710445,77,35,1,1,5000.56,CUST00256,Lake Mackenziestad,70.87
2019-02-12,Compactors,0.035710445,63,35,1,1,5000.56,CUST00257,Kristinebury,65.76
2019-02-12,Tele Handlers ,0.035710445,74,35,1,1,5000.56,CUST00258,Blankenshiptown,72.32
2019-02-13,Backhoe Loader,0.028760331,83,35,1,1,5000.56,CUST00259,New Austin,75.85
2019-02-13,Excavators(crawler),0.028760331,55,35,1,1,5000.56,CUST00260,Ramirezbury,58.41
2019-02-13,Loaders (Wheeled),-0.028760331,41,35,1,1,5000.56,CUST00261,Brianfort,46.87
2019-02-13,Skid Steer Loaders,0.028760331,66,35,1,1,5000.56,CUST00262,Amyfurt,66.15
2019-02-13,Compactors,0.028760331,77,35,1,1,5000.56,CUST00263,South Alexander,72.12
2019-02-13,Tele Handlers ,0.028760331,51,35,1,1,5000.56,CUST00264,Joelberg,57.41
2019-02-13,2/14/2019,0.026968037,61,35,1,1,5000.56,CUST00265,North Scottfurt,63.94
2019-02-14,Excavators(crawler),0.026968037,70,35,1,1,5000.56,CUST00266,Port Michaelhaven,69.61
2019-02-14,Loaders (Wheeled),0.026968037,86,35,1,1,5000.56,CUST00267,North Daniel,78.23
